"usgs_site","catchment_area","Date_rct","pctburn_rct","areaburn_rct","Date_lg","pctburn_lg","areaburn_lg","Event_ID_lg","Event_ID_rct","Incid_Name_lg","Incid_Name_rct","number_fires","total_area_burned","number_wwtp","dominant_lulc"
"USGS-09238700",2.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09238705",2.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09238710",2.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09238750",4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09238770",8.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09238800",13,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09238900",68,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09243700",64.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09243800",34.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09243900",45.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09245000",175.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09246200",444.3,2013-08-17,0.00033414486969705,0.148460565606399,2013-08-17,0.00033414486969705,0.148460565606399,"CO4051910728920130817","CO4051910728920130817","COG","COG",1,0.1,NA,"Deciduous Forest"
"USGS-09246400",551.6,2013-08-17,0.000269145332861492,0.148460565606399,2013-08-17,0.000269145332861492,0.148460565606399,"CO4051910728920130817","CO4051910728920130817","COG","COG",1,0.1,NA,"Shrub; Scrub"
"USGS-09246500",586.7,2013-08-17,0.000253043404817452,0.148460565606399,2013-08-17,0.000253043404817452,0.148460565606399,"CO4051910728920130817","CO4051910728920130817","COG","COG",1,0.1,NA,"Shrub; Scrub"
"USGS-09249750",1188.8,2002-07-13,0.0194949070827791,23.1755455400077,2002-07-13,0.0194949070827791,23.1755455400077,"CO4008910718920020713","CO4008910718920020713","LOST LAKES","LOST LAKES",1,23.2,NA,"Deciduous Forest"
"USGS-09250000",166.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09250507",52,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09250510",18.6,2020-07-07,0.0067858888725439,0.126217533029317,2020-07-07,0.0067858888725439,0.126217533029317,"CO4026410779020200707","CO4026410779020200707","STREETER","STREETER",1,0.1,NA,"Shrub; Scrub"
"USGS-09250600",78.6,2020-07-07,0.00160582103090734,0.126217533029317,2020-07-07,0.00160582103090734,0.126217533029317,"CO4026410779020200707","CO4026410779020200707","STREETER","STREETER",1,0.1,NA,"Shrub; Scrub"
"USGS-09255000",392.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09259990",623.4,2018-09-13,0.0195208707515348,12.1693108265068,2018-09-13,0.0195208707515348,12.1693108265068,"CO4065310857420180913","CO4065310857420180913","BOONE DRAW","BOONE DRAW",1,12.2,NA,"Shrub; Scrub"
"USGS-09302450",55.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09303300",136.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09303320",19.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09303400",336,2016-08-08,0.0618390568629923,20.7779231059654,2016-08-08,0.0618390568629923,20.7779231059654,"CO3986910746520160808","CO3986910746520160808","LOST SOLAR","LOST SOLAR",1,20.8,NA,"Evergreen Forest"
"USGS-09306007",458.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09306022",114.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09306042",2.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09306235",26.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09306242",88.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09339900",169.9,2013-09-27,0.0308932167497789,5.24875752578743,2013-09-27,0.0308932167497789,5.24875752578743,"CO3743010682020130927","CO3743010682020130927","UNNAMED","UNNAMED",1,5.2,NA,"Evergreen Forest"
"USGS-09341350",4.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09346000",447.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09355000",151,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09358000",182.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Grassland; Herbaceous"
"USGS-09358550",52.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09359010",136.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grassland; Herbaceous"
"USGS-09359020",384.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Grassland; Herbaceous"
"USGS-09362550",18.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09363100",47.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09363200",572.3,2002-06-09,0.1370768226569,78.4490656065438,2002-06-09,0.1370768226569,78.4490656065438,"CO3744910767720020609","CO3744910767720020609","MISSIONARY RIDGE","MISSIONARY RIDGE",1,78.4,2,"Evergreen Forest"
"USGS-09371002",69.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09371400",88.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09371492",90.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-383103106594200",5505.5,2002-06-23,0.00102533018804521,5.64495535028293,2002-06-23,0.00102533018804521,5.64495535028293,"CO3861110699720020623","CO3861110699720020623","WILEY RIDG","WILEY RIDG",1,5.6,4,"Evergreen Forest"
"USGS-383926107593001",189.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-383946107595301",189.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-385106106571000",190.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Evergreen Forest"
"USGS-392547106023400",54.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Evergreen Forest"
"USGS-393040105340400",36.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-393647105425317",34.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-394115105525600",18,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-394220106431500",1553.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Evergreen Forest"
"USGS-394308105413800",208.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-394359105411900",214.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-394634105465800",6.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-395240105095500",18.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grassland; Herbaceous"
"USGS-395253105131700",18.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grassland; Herbaceous"
"USGS-395301105120800",18.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grassland; Herbaceous"
"USGS-395306105131700",18.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grassland; Herbaceous"
"USGS-395403105104700",9.2,2006-04-02,0.284478121888337,2.6171987213727,2006-04-02,0.284478121888337,2.6171987213727,"CO3990010517320060402","CO3990010517320060402","ROCKY FLATS","ROCKY FLATS",1,2.6,1,"Grassland; Herbaceous"
"USGS-395407105095900",9.2,2006-04-02,0.284478121888337,2.6171987213727,2006-04-02,0.284478121888337,2.6171987213727,"CO3990010517320060402","CO3990010517320060402","ROCKY FLATS","ROCKY FLATS",1,2.6,1,"Grassland; Herbaceous"
"USGS-395452105113800",13.5,2006-04-02,0.00337037483573075,0.0455000602823651,2006-04-02,0.00337037483573075,0.0455000602823651,"CO3990010517320060402","CO3990010517320060402","ROCKY FLATS","ROCKY FLATS",1,0,NA,"Grassland; Herbaceous"
"USGS-400016105490800",37.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-401530105475401",75.4,2020-10-14,0.272879861311093,20.5751415428564,2020-10-14,0.272879861311093,20.5751415428564,"CO4020310623920201014","CO4020310623920201014","EAST TROUBLESOME","EAST TROUBLESOME",1,20.6,NA,"Evergreen Forest"
"USGS-401707105395000",3.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barren Land (Rock; Sand; Clay)"
"USGS-401723105400000",1.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grassland; Herbaceous"
"USGS-401733105392404",7.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grassland; Herbaceous"
"USGS-402114105350101",103.5,2012-10-09,0.0994105275770574,10.2889896042254,2012-10-09,0.0994105275770574,10.2889896042254,"CO4036110556320121009","CO4036110556320121009","FERN LAKE","FERN LAKE",1,10.3,NA,"Evergreen Forest"
"USGS-09182400",138.5,2008-08-27,0.1098214133896,15.2102657544597,2008-08-27,0.1098214133896,15.2102657544597,"UT3856110929920080827","UT3856110929920080827","PORCUPINE RANCH","PORCUPINE RANCH",1,15.2,NA,"Evergreen Forest"
"USGS-09183000",420.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09183500",58.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09183600",58.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09184000",182.4,2008-08-27,0.000166751633513681,0.0304154979528954,2008-08-27,0.000166751633513681,0.0304154979528954,"UT3856110929920080827","UT3856110929920080827","PORCUPINE RANCH","PORCUPINE RANCH",1,0,NA,"Shrub; Scrub"
"USGS-09185100",351.8,2008-08-27,8.64567878138016e-05,0.0304154979528954,2008-08-27,8.64567878138016e-05,0.0304154979528954,"UT3856110929920080827","UT3856110929920080827","PORCUPINE RANCH","PORCUPINE RANCH",1,0,1,"Shrub; Scrub"
"USGS-09186500",81.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09217900",334.6,2002-06-28,0.0307102505915708,10.2756498479396,2002-06-28,0.0307102505915708,10.2756498479396,"UT4086511073420020628","UT4086511073420020628","GARDEN VALLEY COMPLEX (EAST FORK)","GARDEN VALLEY COMPLEX (EAST FORK)",1,10.3,NA,"Evergreen Forest"
"USGS-09230300",58.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09235600",64.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09261700",200.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09265500",260.6,2000-08-12,0.0140005569699294,3.64854514636361,2000-08-12,0.0140005569699294,3.64854514636361,"UT4059610965320000812","UT4059610965320000812","DRY FORK II","DRY FORK II",1,3.6,NA,"Evergreen Forest"
"USGS-09266500",264,2000-08-12,0.0137495405902844,3.62987871583509,2000-08-12,0.0137495405902844,3.62987871583509,"UT4059610965320000812","UT4059610965320000812","DRY FORK II","DRY FORK II",1,3.6,NA,"Evergreen Forest"
"USGS-09268500",22.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09268900",27.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09270500",299.9,2000-08-12,0.00949144182285374,2.84648340267384,2000-08-12,0.00949144182285374,2.84648340267384,"UT4059610965320000812","UT4059610965320000812","DRY FORK II","DRY FORK II",1,2.8,NA,"Evergreen Forest"
"USGS-09274900",95.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09275500",159.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09276000",33.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09276600",231.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09277500",924.4,2018-08-28,0.0222131688753665,20.5338533083887,2018-08-28,0.0222131688753665,20.5338533083887,"UT4063111090120180828","UT4063111090120180828","MURDOCK","MURDOCK",1,20.5,NA,"Evergreen Forest"
"USGS-09278000",38.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09286100",81.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09286700",129.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09288000",364.3,2018-07-01,0.0368863459251454,13.4376958205305,2018-07-01,0.0368863459251454,13.4376958205305,"UT4010011096020180701","UT4010011096020180701","DOLLAR RIDGE","DOLLAR RIDGE",1,13.4,NA,"Deciduous Forest"
"USGS-09288900",105.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09289500",204.1,2020-08-21,0.292032730516303,59.6038802983774,2020-08-21,0.292032730516303,59.6038802983774,"UT4060611070920200821","UT4060611070920200821","EAST FORK","EAST FORK",1,59.6,NA,"Evergreen Forest"
"USGS-09291000",296.7,2020-08-21,0.427374647582128,126.802057937617,2020-08-21,0.427374647582128,126.802057937617,"UT4060611070920200821","UT4060611070920200821","EAST FORK","EAST FORK",1,126.8,NA,"Evergreen Forest"
"USGS-09292000",271.5,2020-08-25,0.0263169367666142,7.14504833213577,2020-08-25,0.0263169367666142,7.14504833213577,"UT4064011045220200825","UT4064011045220200825","CENTER CREEK TRAIL","CENTER CREEK TRAIL",1,7.1,NA,"Evergreen Forest"
"USGS-09307300",777.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09310000",45.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09310500",158,2007-09-09,0.0683201543908885,10.7945843937604,2007-09-09,0.0683201543908885,10.7945843937604,"UT3978511124620070909","UT3978511124620070909","FRENCH CREEK WFU","FRENCH CREEK WFU",1,10.8,NA,"Deciduous Forest"
"USGS-09310700",94.7,2012-06-26,0.0544378588423816,5.15526523237354,2012-06-26,0.0544378588423816,5.15526523237354,"UT3949911117520120626","UT3949911117520120626","SEELEY","SEELEY",1,5.2,NA,"Deciduous Forest"
"USGS-09312600",198.5,2018-07-01,0.00203282689722513,0.403516139099188,2018-07-01,0.00203282689722513,0.403516139099188,"UT4010011096020180701","UT4010011096020180701","DOLLAR RIDGE","DOLLAR RIDGE",1,0.4,NA,"Shrub; Scrub"
"USGS-09312700",68.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09312800",162.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09314280",519.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09326500",359.7,2007-06-28,0.0553296261932577,19.9020665417148,2007-06-28,0.0553296261932577,19.9020665417148,"UT3914711139320070628","UT3914711139320070628","JUNGLE","JUNGLE",1,19.9,NA,"Shrub; Scrub"
"USGS-09327000",6.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09329050",64.8,2002-08-28,0.0265466726497186,1.72022438770177,2002-08-28,0.0265466726497186,1.72022438770177,"UT3864511162920020828","UT3864511162920020828","JOHNSON","JOHNSON",1,1.7,NA,"Evergreen Forest"
"USGS-09330410",19.1,2003-05-30,0.635507349510429,12.1381903756492,2003-05-30,0.635507349510429,12.1381903756492,"UT3812111078120030530","UT3812111078120030530","LONESOME BEAVER","LONESOME BEAVER",1,12.1,NA,"Shrub; Scrub"
"USGS-09330500",270.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09332100",1081.9,2006-07-19,0.00546536568408446,5.91297913361098,2006-07-19,0.00546536568408446,5.91297913361098,"UT3886111141820060719","UT3886111141820060719","SOUTH WATER HOLLOW","SOUTH WATER HOLLOW",1,5.9,NA,"Shrub; Scrub"
"USGS-09332600",1903.9,2006-07-19,0.00310571938316665,5.91297913361098,2006-07-19,0.00310571938316665,5.91297913361098,"UT3886111141820060719","UT3886111141820060719","SOUTH WATER HOLLOW","SOUTH WATER HOLLOW",1,5.9,NA,"Shrub; Scrub"
"USGS-09337000",174.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09338900",236.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09339000",456.5,2008-06-26,0.0176379479100894,8.05172322095581,2008-06-26,0.0176379479100894,8.05172322095581,"UT3798411148520080626","UT3798411148520080626","BEAR CREEK","BEAR CREEK",1,8.1,NA,"Evergreen Forest"
"USGS-09378170",21.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09378200",65.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Deciduous Forest"
"USGS-09378630",11.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09378650",97,2002-06-01,0.0903103293073029,8.76010194280838,2002-06-01,0.0903103293073029,8.76010194280838,"UT3778610952720020601","UT3778610952720020601","NIZHONI","NIZHONI",1,8.8,NA,"Evergreen Forest"
"USGS-09403600",502.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09404450",195.6,2012-07-01,0.139062265317917,27.2005790961845,2012-07-01,0.139062265317917,27.2005790961845,"UT3743511264420120702","UT3743511264420120702","SHINGLE","SHINGLE",1,27.2,NA,"Evergreen Forest"
"USGS-09404900",828.5,2012-07-01,0.0328311153846524,27.2005790961845,2012-07-01,0.0328311153846524,27.2005790961845,"UT3743511264420120702","UT3743511264420120702","SHINGLE","SHINGLE",1,27.2,NA,"Evergreen Forest"
"USGS-09405200",20.6,2002-06-05,0.413562015908092,8.5193775277067,2002-06-05,0.413562015908092,8.5193775277067,"UT3750411289920020605","UT3750411289920020605","BIG WASH","BIG WASH",1,8.5,NA,"Evergreen Forest"
"USGS-09405250",20.3,2002-06-05,0.0801667651583674,1.62738533271486,2002-06-05,0.0801667651583674,1.62738533271486,"UT3750411289920020605","UT3750411289920020605","BIG WASH","BIG WASH",1,1.6,NA,"Evergreen Forest"
"USGS-09408000",40.5,1986-06-19,0.649533914987414,26.3061235569903,1986-06-19,0.649533914987414,26.3061235569903,"UT3732111340819860619","UT3732111340819860619","OAK GROVE","OAK GROVE",1,26.3,NA,"Evergreen Forest"
"USGS-09408500",11.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-10010400",94,2002-06-28,0.30732388835299,28.888445505181,2002-06-28,0.30732388835299,28.888445505181,"UT4086511073420020628","UT4086511073420020628","GARDEN VALLEY COMPLEX (EAST FORK)","GARDEN VALLEY COMPLEX (EAST FORK)",1,28.9,NA,"Evergreen Forest"
"USGS-10011500",455.6,2002-06-28,0.0702554056267872,32.0083628035643,2002-06-28,0.0702554056267872,32.0083628035643,"UT4086511073420020628","UT4086511073420020628","GARDEN VALLEY COMPLEX (EAST FORK)","GARDEN VALLEY COMPLEX (EAST FORK)",1,32,NA,"Evergreen Forest"
"USGS-10099000",42.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-10104700",164.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-10104900",146.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-10105900",468.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-10111700",202.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-10126180",36.9,1992-07-20,0.0762299604261528,2.81288553972504,1992-07-20,0.0762299604261528,2.81288553972504,"UT4159911222719920720","UT4159911222719920720","LITTLE MTN.","LITTLE MTN.",1,2.8,NA,"Cultivated Crops"
"USGS-10127100",185.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Shrub; Scrub"
"USGS-10128000",92.7,2016-07-28,0.195301513070992,18.1044502616809,2016-07-28,0.195301513070992,18.1044502616809,"UT4070211106620160728","UT4070211106620160728","BOX CANYON","BOX CANYON",1,18.1,NA,"Evergreen Forest"
"USGS-10129900",67.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-10130000",74.1,2013-08-13,0.000315154727863578,0.0233529653346912,2013-08-13,0.000315154727863578,0.0233529653346912,"UT4078411140920130813","UT4078411140920130813","ROCKPORT","ROCKPORT",1,0,NA,"Shrub; Scrub"
"USGS-10132500",319.3,1992-08-01,0.0130841837777899,4.17777988024832,1992-08-01,0.0130841837777899,4.17777988024832,"UT4128411124319920801","UT4128411124319920801","DESERET/SPRING CANYON","DESERET/SPRING CANYON",1,4.2,NA,"Shrub; Scrub"
"USGS-10133540",31.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-10133600",28.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-10133650",89.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-10133800",152.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Deciduous Forest"
"USGS-10133895",181.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Deciduous Forest"
"USGS-10133980",284.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Deciduous Forest"
"USGS-10134500",377,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Deciduous Forest"
"USGS-10137500",356.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-10139300",28.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-10149000",47,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-10153100",311.7,2003-10-25,0.083562852601141,26.0465411557757,2003-10-25,0.083562852601141,26.0465411557757,"UT4020911144520031025","UT4020911144520031025","CHERRY CREEK 2","CHERRY CREEK 2",1,26,NA,"Deciduous Forest"
"USGS-10153800",63.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-10154200",422.7,2001-08-17,0.0221148694764727,9.347955327705,2001-08-17,0.0221148694764727,9.347955327705,"UT4050311114720010817","UT4050311114720010817","SOUTH HOLLOW","SOUTH HOLLOW",1,9.3,NA,"Evergreen Forest"
"USGS-10155000",567.6,2001-08-17,0.0164692659050476,9.347955327705,2001-08-17,0.0164692659050476,9.347955327705,"UT4050311114720010817","UT4050311114720010817","SOUTH HOLLOW","SOUTH HOLLOW",1,9.3,NA,"Evergreen Forest"
"USGS-10155200",675.7,2001-08-17,0.013834475843873,9.347955327705,2001-08-17,0.013834475843873,9.347955327705,"UT4050311114720010817","UT4050311114720010817","SOUTH HOLLOW","SOUTH HOLLOW",1,9.3,NA,"Evergreen Forest"
"USGS-10155500",723.9,2001-08-17,0.0129133241161832,9.347955327705,2001-08-17,0.0129133241161832,9.347955327705,"UT4050311114720010817","UT4050311114720010817","SOUTH HOLLOW","SOUTH HOLLOW",1,9.3,1,"Evergreen Forest"
"USGS-10156000",59.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-10157500",1046.4,2001-08-17,0.0089334435471187,9.347955327705,2001-08-17,0.0089334435471187,9.347955327705,"UT4050311114720010817","UT4050311114720010817","SOUTH HOLLOW","SOUTH HOLLOW",1,9.3,1,"Deciduous Forest"
"USGS-10164500",132.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-10165600",48.3,2012-07-03,0.170792448139182,8.2492752451225,2012-07-03,0.170792448139182,8.2492752451225,"UT4046511175120120703","UT4046511175120120703","QUAIL","QUAIL",1,8.2,NA,"Shrub; Scrub"
