"","Stream","Date","Time","Date + Time","Streamflow","Ammonia as N","NH3 DQ","TKN","TKN DQ","Nitrate + Nitrite as N","NO2+NO3 DQ","Phosphate","PO4 DQ","Total Phosphorus","Total Phosphorus Data Qualifier","Chloride","Cl DQ","Sulfate","SO4 DQ","Ion Balance","Color","Color Notes","Alkalinity","Alk DQ","Alk Notes","Carbonate","Bicarbonate","Conductivity","TDS","TDS Notes","TSS","TSS Notes","Fluoride","F DQ","F Notes","pH","Boron","B DQ","B Notes","Calcium","Ca DQ","Ca Notes","Iron","Fe DQ","Magnesium","Mg DQ","Potassium","K DQ","Sodium","Na DQ","Na Notes","Hardness (Ca & Mg)","Hardness Notes","Aluminum","Al DQ","Antimony","Sb DQ","Arsenic","As DQ","As Notes","Barium","Ba DQ","Beryllium","Be DQ","Cadmium","Cd DQ","Chromium","Cr DQ","Cr Notes","Cobalt","Co DQ","Copper","Cu DQ","Lead","Pb DQ","Manganese","Mn DQ","Mn Notes","Molybdenum","Mb DQ","Nickel","Ni DQ","Silicon","Si DQ","Silver","Ag DQ","Strontium","Sr DQ","Thallium","Tl DQ","Uranium","Ur DQ","Ur Notes","Vanadium","V DQ","V Notes","Zinc","Zn DQ","Zn Notes","Selenium","Se DQ","Se Notes","Mercury","Hg DQ","TOC","TOC Data Qualifier","TOC Notes"
"221","San Antonio - West",2012-05-15," 10:00:00",2012-05-15 10:00:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"40",NA,46.2,NA,NA,"0",46.2,114,"118",NA,"<3",NA,1.61,NA,NA,8.09,"<0.05",NA,NA,10,NA,NA,"0.47",NA,"2",NA,"2",NA,11,NA,NA,NA,NA,0.28,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"5.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.053,NA,NA,"4.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"3.6",NA,NA
"222","San Antonio - West",2012-06-18," 09:30:00",2012-06-18 09:30:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,0.073,NA,"<10",NA,"<10",NA,NA,"30",NA,41.7,NA,NA,"11.02",30.7,108,"112",NA,"4",NA,1.91,NA,NA,8.83,"<0.05",NA,NA,9,NA,NA,"0.32",NA,"1",NA,"2",NA,14,NA,NA,NA,NA,0.24,NA,"<0.001",NA,"2E-3",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.028,NA,NA,"5.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"2E-3",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"223","San Antonio - West",2012-07-17," 09:40:00",2012-07-17 09:40:00,NA,"<0.10",NA,0.54,NA,"<0.10",NA,NA,NA,0.203,NA,"<10",NA,"<10",NA,NA,"70",NA,53.9,NA,NA,"0",53.9,129,"162",NA,"63",NA,1.61,NA,NA,8,"<0.05",NA,NA,13,NA,NA,"2.8",NA,"2",NA,"5",NA,15,NA,NA,NA,NA,4.1,NA,"<0.001",NA,"<0.001",NA,NA,"0.1",NA,"<0.001",NA,"<0.001",NA,"4.0000000000000001E-3",NA,NA,"1E-3",NA,"<0.01",NA,"5.0000000000000001E-3",NA,0.17,NA,NA,"7.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"2E-3",NA,NA,"0.02",NA,NA,"<0.001",NA,NA,"<0.0002",NA,NA,NA,NA
"224","San Antonio - West",2012-08-15," 10:00:00",2012-08-15 10:00:00,NA,"<0.10",NA,0.61,NA,"<0.10",NA,NA,NA,0.233,NA,"<10",NA,"<10",NA,NA,"400",NA,52.8,NA,NA,"0",52.8,123,"262",NA,"43",NA,1.31,NA,NA,7.86,"<0.05",NA,NA,15,NA,NA,"7.5",NA,"3",NA,"6",NA,12,NA,NA,"50",NA,16,NA,"<0.001",NA,"2E-3",NA,NA,"0.1",NA,"<0.001",NA,"<0.001",NA,"7.0000000000000001E-3",NA,NA,"2E-3",NA,"<0.01",NA,"1.2E-2",NA,0.18,NA,NA,"5.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"1.0999999999999999E-2",NA,NA,"0.03",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"225","San Antonio - West",2012-09-26," 10:30:00",2012-09-26 10:30:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,0.1965,NA,"<10",NA,"<10",NA,NA,"35",NA,44.1,NA,NA,"0",44.1,111,"128",NA,"11",NA,1.71,NA,NA,7.9,"<0.05",NA,NA,9,NA,NA,"0.51",NA,"1",NA,"3",NA,13,NA,NA,"28",NA,0.66,NA,"<0.001",NA,"1E-3",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.021,NA,NA,"4.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"2E-3",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"226","San Antonio - West",2012-10-23," 10:00:00",2012-10-23 10:00:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"20",NA,38.7,NA,NA,"0",38.7,109,"120",NA,"7",NA,1.71,NA,NA,7.83,"<0.05",NA,NA,8,NA,NA,"0.38",NA,"1",NA,"2",NA,14,NA,NA,"25",NA,0.38,NA,"<0.001",NA,"1E-3",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.014,NA,NA,"4.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"2E-3",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"227","San Antonio - West",2013-05-09," 14:00:00",2013-05-09 14:00:00,NA,"<0.10",NA,NA,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"30",NA,41.5,NA,NA,"0",41.5,41.8,"106",NA,"11",NA,1.67,NA,NA,7.9,"<0.05",NA,NA,9,NA,NA,"0.86",NA,"1",NA,"2",NA,13,NA,NA,NA,NA,0.67,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.1,NA,NA,"4.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"<1.00","B",NA
"228","San Antonio - West",2013-06-18," 12:45:00",2013-06-18 12:45:00,NA,"<0.10",NA,NA,"F","<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"35","Color analysis was expired before the sample arrived at the laboratory.",41.4,NA,NA,"9.06",32.3,106,"110",NA,"10",NA,1.87,NA,NA,8.76,"<0.05",NA,NA,9,NA,NA,"0.56000000000000005",NA,"1",NA,"2",NA,13,NA,NA,"27",NA,0.55,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.059,NA,NA,"4.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"<2.00","A","Initial Blank higher than MDL but less than minimum reporting limit."
"229","San Antonio - West",2013-08-22," 11:40:00",2013-08-22 11:40:00,NA,"<0.10",NA,1.13,NA,"<0.10",NA,NA,NA,NA,"F","<10",NA,"15.6",NA,NA,"200",NA,50.7,NA,NA,"0",50.7,151,"152",NA,"49",NA,1.08,"A","Analyte detected in the blank above the MDL (0.0048mg/L) but below the MRL (0.10mg/L)",8.24,"<0.05",NA,NA,15,NA,NA,"2.2999999999999998",NA,"3",NA,"5",NA,12,NA,NA,NA,NA,4.1,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"4.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"4.0000000000000001E-3",NA,0.068,NA,NA,"3.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"3.0000000000000001E-3",NA,NA,"0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"7.04","A","Initial Calibration Blank was higher than the 0.35mg/L limit as stated in the method, but was lower than the MRL (2mg/L)."
"230","San Antonio - West",2013-09-18," 10:40:00",2013-09-18 10:40:00,NA,"<0.10",NA,1.34,NA,"1.68",NA,NA,NA,NA,NA,"<10",NA,"13.4",NA,NA,"320","Color was analyzed past the 48 hour hold time expiration.",61.7,NA,NA,"0",61.7,159,"210",NA,"162",NA,0.71,NA,NA,7.94,"<0.05",NA,NA,20,NA,NA,"5.3",NA,"4",NA,"7",NA,10,NA,NA,NA,NA,10,NA,"<0.001",NA,"1E-3",NA,NA,"0.1",NA,"<0.001",NA,"<0.001",NA,"5.0000000000000001E-3",NA,NA,"1E-3",NA,"<0.01",NA,"3.5999999999999997E-2","M",0.17,NA,NA,"3.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"1E-3",NA,NA,"7.0000000000000001E-3",NA,NA,"0.03",NA,NA,"<0.005","C",NA,"<0.0002",NA,NA,NA,NA
"231","San Antonio - West",2013-10-24," 11:00:00",2013-10-24 11:00:00,NA,"<0.10","F",NA,"F","<0.10",NA,NA,NA,NA,"F","<10",NA,"<10",NA,NA,NA,"Color expired in the Lab (48 hour hold time). Client will not be billed for color.",44.2,NA,NA,"0",44.2,122,"124",NA,"7",NA,1.5,NA,NA,7.98,"<0.05","C",NA,11,"C",NA,"0.45","C","2","C","2","C",12,"C",NA,NA,NA,0.48,"C","<0.001","C","<0.001",NA,NA,"<0.1","C","<0.001","C","<0.001","C","3.0000000000000001E-3",NA,NA,"<0.001","C","<0.01","C","<0.001","C",0.021,"C",NA,"3.0000000000000001E-3","C","<0.01","C",NA,NA,"<0.001","C",NA,NA,"<0.001","C","<0.001","C",NA,"<0.001","C",NA,"<0.01","C",NA,"<0.005","C",NA,"<0.0002",NA,NA,NA,NA
"232","San Antonio - West",2014-05-14,NA,2014-05-14 00:00:00,NA,"<0.10","F",NA,NA,"0.15",NA,"<0.050",NA,NA,NA,"Chloride expired due to lab error.",NA,"<10.0",NA,NA,"30",NA,43.7,NA,NA,"0",43.7,115,"120",NA,"8",NA,1.64,NA,NA,7.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","San Antonio - West",2014-06-17," 11:00:00",2014-06-17 11:00:00,NA,"<0.10","F",NA,"D,F","0.11",NA,"6.0999999999999999E-2",NA,0.331,NA,"<10",NA,"<10",NA,NA,"35",NA,46.1,NA,NA,"8.24",37.9,107,"160",NA,"5",NA,1.93,NA,NA,8.73,"<0.05",NA,NA,10,NA,NA,"0.71",NA,"1.5",NA,"2",NA,14,NA,NA,"31",NA,0.69,NA,"<0.001",NA,"2E-3",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"1E-3",NA,0.071,NA,NA,"5.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005","C",NA,"<0.0002",NA,NA,NA,NA
"234","San Antonio - West",2014-07-08," 08:30:00",2014-07-08 08:30:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,"6.6000000000000003E-2",NA,NA,NA,"<10",NA,"<10",NA,NA,"35",NA,47.7,"A","LRB was greater than the MDL but less than the MRL.","0",47.7,113,"120",NA,"6",NA,1.83,NA,NA,8,"<0.05",NA,NA,11,NA,NA,"0.51",NA,"1.6",NA,"2",NA,14,NA,NA,"33",NA,0.4,NA,"<0.001",NA,"2E-3",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"1E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.039,NA,NA,"4.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"235","San Antonio - West",2014-08-19," 11:00:00",2014-08-19 11:00:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,"<0.050",NA,NA,NA,"<10",NA,"<10",NA,NA,"40",NA,46.6,"A","LRB was greater than the MDL but less than the MRL.","11.9",34.7,106,"100",NA,"11",NA,1.65,"A","LRB was greater than the MDL but less than the MRL.",8.82,"<0.05",NA,NA,10,NA,NA,NA,NA,"1.7",NA,NA,NA,NA,NA,NA,"33",NA,0.81,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"1E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.023,NA,NA,"4.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005","C",NA,"<0.0002",NA,NA,NA,NA
"236","San Antonio - West",2014-09-17," 10:00:00",2014-09-17 10:00:00,NA,"<0.10","F",NA,NA,"<0.10",NA,"<0.050","LRB was greater than the MDL but less than 10% MRL",NA,NA,"<10",NA,"<10",NA,NA,"40",NA,44.5,"A","LRB was greater than the MDL but less than the MRL.","0",44.5,109,"140",NA,"12",NA,1.68,NA,NA,7.98,"<0.05",NA,NA,9,NA,NA,"1.2",NA,"1.6",NA,"3",NA,13,NA,NA,"30","Sample digested using SLD Method 41414",1.4,NA,"<0.001",NA,"1E-3",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"2E-3",NA,0.027,NA,NA,"4.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"2E-3",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"237","San Antonio - West",2014-10-14," 13:10:00",2014-10-14 13:10:00,NA,"<0.10","F",0.59,NA,"<0.10",NA,"<0.050","LRB was greater than the MDL but less than the MRL",NA,NA,"<10",NA,"<10",NA,NA,"25",NA,42.5,"A","LRB was greater than the MDL but less than the MRL.","1.96",40.5,113,"130",NA,"<3",NA,1.69,"A","CCB was greater than the MDL but less than the MRL.",8.37,"<0.05",NA,NA,9,NA,NA,"0.39",NA,"1.4",NA,"3",NA,14,NA,"Sample digested using SLD Method 41414.","28","Sample digested using SLD Method 41414",0.39,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.011,NA,NA,"4.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,"Sample digested using SLD Method 41414.","<0.005",NA,"Sample digested using SLD Method 41414.","<0.0002",NA,NA,NA,NA
"238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","San Antonio Creek - Toledo",2005-05-18," 11:15:00",2005-05-18 11:15:00,NA,"<0.1",NA,0.32,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,7.91,"10",NA,29,NA,NA,"0",35.4,79,"106",NA,"<3",NA,1.77,NA,NA,7.67,NA,NA,NA,5.91,NA,NA,NA,NA,"<1",NA,"<5",NA,8.84,NA,NA,"14.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","San Antonio Creek - Toledo",2005-06-01," 14:00:00",2005-06-01 14:00:00,NA,"<0.1",NA,0.3,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,9.06,"5",NA,28.8,NA,NA,"0",35.1,79.1,"104",NA,"11",NA,1.82,NA,NA,8.09,NA,NA,NA,5.41,NA,NA,NA,NA,"<1",NA,"<5",NA,9.68,NA,NA,"13.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","San Antonio Creek - Toledo",2005-06-16," 16:45:00",2005-06-16 16:45:00,NA,"<0.1",NA,0.28,NA,"0.11",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,13.5,"0",NA,28.2,NA,NA,"2.16",32.2,70,"114",NA,"5",NA,2,NA,NA,8.55,NA,NA,NA,5.25,NA,NA,NA,NA,"<1",NA,"<5",NA,9.91,NA,NA,"13.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","San Antonio Creek - Toledo",2005-06-30," 11:00:00",2005-06-30 11:00:00,NA,"<0.1",NA,0.16,NA,"0.13",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,15.9,"0",NA,28.6,NA,NA,"0",34.9,69.9,"110",NA,"<3",NA,1.76,NA,NA,7.71,NA,NA,NA,6.17,NA,NA,NA,NA,"<1",NA,"<5",NA,11.1,NA,NA,"15.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","San Antonio Creek - Toledo",2005-07-14," 09:30:00",2005-07-14 09:30:00,NA,"<0.1",NA,NA,NA,"0.13",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,12.2,"0",NA,30,NA,NA,"0",36.6,71.2,"116",NA,"<3",NA,1.83,NA,NA,7.71,NA,NA,NA,5.91,NA,NA,NA,NA,"<1",NA,"<5",NA,10.8,NA,NA,"14.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","San Antonio Creek - Toledo",2005-07-28," 13:30:00",2005-07-28 13:30:00,NA,"<0.1",NA,0.15,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,11.3,"0",NA,28.4,NA,NA,"0",34.6,69.3,"118",NA,"6",NA,2.09,NA,NA,7.71,NA,NA,NA,5.39,NA,NA,NA,NA,"<1",NA,"<5",NA,10.2,NA,NA,"13.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","San Antonio Creek - Toledo",2005-08-11," 13:30:00",2005-08-11 13:30:00,NA,"<0.1",NA,NA,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,7.67,"0",NA,29.4,NA,NA,"0",35.9,69,"122",NA,"<3",NA,1.78,NA,NA,8.01,NA,NA,NA,5.35,NA,NA,NA,NA,"<1",NA,"<5",NA,10.5,NA,NA,"13.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","San Antonio Creek - Toledo",2005-08-24," 14:00:00",2005-08-24 14:00:00,NA,"<0.1",NA,0.18,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,11.9,"0",NA,29.8,NA,NA,"0",36.4,69.1,"124",NA,"<3",NA,1.99,NA,NA,8.22,NA,NA,NA,5.77,NA,NA,NA,NA,"<1",NA,"<5",NA,10.8,NA,NA,"14.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","San Antonio Creek - Toledo",2005-09-08," 12:30:00",2005-09-08 12:30:00,NA,"<0.1",NA,0.38,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,19.8,"0",NA,28.8,NA,NA,"0.72",34.4,69,"140",NA,"<3",NA,1.84,NA,NA,8.37,NA,NA,NA,5.9,NA,NA,NA,NA,"<1",NA,"<5",NA,12.6,NA,NA,"14.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","San Antonio Creek - Toledo",2005-09-22," 14:00:00",2005-09-22 14:00:00,NA,"<0.1",NA,0.36,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,22,"0",NA,28.4,NA,NA,"3.36",31.2,69,"112",NA,"4",NA,1.83,NA,NA,8.66,NA,NA,NA,5.61,NA,NA,NA,NA,"<1",NA,"<5",NA,12,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","San Antonio Creek - Toledo",2005-10-06," 11:30:00",2005-10-06 11:30:00,NA,"<0.1",NA,0.48,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,20.3,"0",NA,28.6,NA,NA,"1.96",32.9,70,"138",NA,"<3",NA,1.94,NA,NA,8.55,NA,NA,NA,5.78,NA,NA,NA,NA,"<1",NA,"<5",NA,12.1,NA,NA,"14.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","San Antonio Creek - Toledo",2005-10-20," 13:30:00",2005-10-20 13:30:00,NA,"<0.1",NA,0.113,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,14.3,"0",NA,28.6,NA,NA,"0",34.9,70.1,"124",NA,"<3",NA,1.9,NA,NA,8.1,NA,NA,NA,5.44,NA,NA,NA,NA,"<1",NA,"<5",NA,11.3,NA,NA,"13.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","San Antonio Creek - Toledo",2005-11-03," 12:15:00",2005-11-03 12:15:00,NA,"<0.1",NA,0.12,NA,"0.13",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,10.4,"0",NA,29.6,NA,NA,"0",36.1,67,"124",NA,"<3",NA,1.9,NA,NA,7.97,NA,NA,NA,5.12,NA,NA,NA,NA,"<1",NA,"<5",NA,10.9,NA,NA,"12.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","San Antonio Creek - Toledo",2005-11-16," 13:30:00",2005-11-16 13:30:00,NA,"<0.1",NA,0.1,NA,"0.17",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,12.7,"0",NA,28.8,NA,NA,"0",35.1,69.1,"116",NA,"<3",NA,1.91,NA,NA,8.15,NA,NA,NA,5.18,NA,NA,NA,NA,"<1",NA,"1.18",NA,10.5,NA,NA,"15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
